ccID,X,Y,StreamID,BasinID,Elevation,DrainageArea,DownstreamDistance,Slope,R2,ksn,FlowDistance_Catchment,segmentLocation,dSlopeToPrevSegment,DFSI,ccLength
1_151_0.0,829332.0048392843,7256631.001913145,151,1,2178.0,259520.0,392.8700914755493,0.4691116144557922,0.9967459809191652,64.68,8525.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829328.997238229,7256630.99597603,151,1,2179.3,259510.0,389.8728709200967,0.4546401164668396,0.9974732627048148,64.513,8528.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829323.0025413677,7256630.99470155,151,1,2182.0,259490.0,383.8680436282553,0.4450570537256862,0.998745848184096,64.764,8534.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829371.0006077266,7256631.003859552,151,1,2156.7,259630.0,431.86592764038016,0.5219841613849208,0.9994224991298072,64.604,8486.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829320.0053251788,7256630.99960544,151,1,2183.3,259480.0,380.8705567594548,0.4436345271583853,0.9989567294259516,64.578,8537.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829316.9972279143,7256627.999241363,151,1,2184.9,259380.0,377.8733365588987,0.4391195714318285,0.9990060851530844,64.482,8541.6,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829313.9992523041,7256624.998635525,151,1,2186.5,259370.0,373.6247092813277,0.4346078789777566,0.9989658225886316,64.566,8545.9,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829311.001277979,7256621.998029174,151,1,2188.0,259360.0,369.3830712537948,0.4343664790820368,0.9989871064620524,64.657,8550.1,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829308.0033049352,7256618.997422308,151,1,2190.2,259070.0,365.14143377221393,0.4353608966797432,0.9989954408214092,64.695,8554.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829304.995971417,7256619.002564477,151,1,2192.1,259060.0,360.8997968312342,0.4369519238164353,0.9989875297291122,64.472,8557.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829301.9984941413,7256618.996380551,151,1,2193.6,259060.0,357.8924589168779,0.4410597880561804,0.9988690453945096,64.696,8560.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829299.0005238581,7256615.995772017,151,1,2195.5,162820.0,354.89497526224545,0.4497684593589849,0.998496245505273,64.679,8564.6,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829296.0025548588,7256612.995162968,151,1,2196.7,162810.0,350.6533390931857,0.4618305682415555,0.9980455638831424,64.565,8568.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829293.0053433522,7256613.000061447,151,1,2197.8,162780.0,346.41170346719474,0.4738309739212198,0.99755129529124,64.696,8571.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829289.9980115748,7256613.005200501,151,1,2199.5,162770.0,343.4144879577049,0.4826004965061798,0.9972845475774328,64.659,8574.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829287.0005360456,7256612.999013474,151,1,2200.8,162700.0,340.4071517894295,0.4864031738306791,0.9971126785900324,64.542,8577.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829284.0033248034,7256613.003910002,151,1,2202.2,162690.0,337.4096698749746,0.4906171629782501,0.997104223522061,64.66,8580.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829280.9957290939,7256612.997962896,151,1,2203.9,162680.0,334.4124546330503,0.499176826804907,0.9975807363944812,64.442,8583.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829368.0031258769,7256630.997689629,151,1,2158.2,259620.0,428.8687059332474,0.5275913771455597,0.99926301198753,64.619,8489.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829373.9978254039,7256630.998944617,151,1,2155.3,259640.0,434.8735358896562,0.5181869747743154,0.9996009689050412,64.577,8483.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829248.0043682705,7256610.002413321,151,1,2222.4,162490.0,300.1669842436479,0.5137515554821201,0.9992336641377748,64.646,8618.1,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829425.0032554725,7256631.002758456,151,1,2124.6,260350.0,485.8686673157917,0.6919868160979604,0.9961548828176112,10.751,8432.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829251.001577816,7256609.997524517,151,1,2220.8,162500.0,303.1644644461056,0.5156079545856612,0.9993446037810088,64.666,8615.1,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829253.9990516172,7256610.003719266,151,1,2218.7,162500.0,306.1616781533148,0.516821456788803,0.9993950696963448,64.586,8612.1,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829256.9962613352,7256609.998829165,151,1,2217.0,162510.0,309.16927837956365,0.5200749018604501,0.999455032920348,64.583,8609.1,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829263.0010655661,7256609.99989001,151,1,2214.1,162530.0,315.1637062388696,0.5270886639864356,0.9993417258726132,64.588,8603.1,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829265.998275547,7256609.994997958,151,1,2212.7,162540.0,319.4053402988984,0.5275960984255732,0.9993365631301248,64.602,8600.1,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829268.9962366177,7256612.995612714,151,1,2210.7,162650.0,322.4129415296849,0.5267182178776852,0.9993221082029968,64.681,8595.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829272.0038319635,7256613.001562428,151,1,2209.3,162660.0,325.4101564193989,0.5243575072268565,0.9993690211340353,64.626,8592.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829275.0010428578,7256612.996668499,151,1,2207.6,162670.0,328.40763797914445,0.518102523794526,0.9993479107494744,64.637,8589.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829277.9985180269,7256613.002858123,151,1,2205.8,162680.0,331.40485304373874,0.508385747190127,0.9984240414962392,64.656,8586.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829440.0000016141,7256631.000045894,151,1,2113.8,260400.0,500.865439087332,0.4099585659976269,0.9165749852247465,10.87,8417.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829437.0027820108,7256631.004975125,151,1,2115.1,260390.0,497.86821534585727,0.4885936695184811,0.9432947243915552,10.348,8420.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829434.0052981824,7256630.998819494,151,1,2117.0,260380.0,494.8709916892737,0.5612641468397209,0.9653457829412628,10.656,8423.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829430.9979583722,7256631.003988755,151,1,2119.4,260370.0,491.873501540225,0.6210415293833688,0.9821372889640284,10.931,8426.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829428.0004747239,7256630.997831823,151,1,2122.0,260360.0,488.86615728741646,0.6632815963663958,0.9912758778345974,11.202,8429.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829421.9956516216,7256630.996841547,151,1,2127.0,260340.0,482.8714440154033,0.7085886047286427,0.9980896506543352,64.627,8435.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829377.0054278125,7256631.004871954,151,1,2153.8,259650.0,437.8707577716844,0.5154850896120539,0.999696472257586,64.653,8480.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829418.9984325457,7256631.001766879,151,1,2129.3,260330.0,479.8638343442775,0.7139001860207413,0.998534521494828,65.01,8438.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829416.0009492575,7256630.99560735,151,1,2131.3,260320.0,476.8666112214651,0.7062724026712179,0.9980449847677708,64.723,8441.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829413.0037303568,7256631.000531383,151,1,2133.3,260320.0,473.86912160469217,0.6888000741184352,0.99762794286277,64.667,8444.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829409.9961268671,7256630.994611867,151,1,2135.0,259750.0,470.8718986592193,0.665878518635339,0.9977120933725124,64.587,8447.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829406.9989081417,7256630.999534601,151,1,2137.0,259740.0,467.8642893442001,0.6441796083040373,0.998275851966956,64.646,8450.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829404.0016895027,7256631.004456686,151,1,2138.9,259730.0,464.867066576181,0.6231063059270033,0.9986204633617844,64.677,8453.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829401.0042066637,7256630.998293908,151,1,2141.0,259720.0,461.8698438956096,0.6032535127117004,0.9985360408056648,64.724,8456.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829397.9968678192,7256631.0034559965,151,1,2142.9,259710.0,458.872354721289,0.5867076303214449,0.9984861533250252,64.557,8459.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829394.9993851592,7256630.997291919,151,1,2144.4,259700.0,455.8650114464652,0.5726307451872586,0.9983299757832907,64.571,8462.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829392.0021668707,7256631.002211403,151,1,2146.1,259700.0,452.86752244851766,0.5583443535117145,0.9981958633502006,64.662,8465.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829389.0046843933,7256630.996046027,151,1,2147.7,259690.0,449.8703001227414,0.545393203723751,0.9981722726295328,64.607,8468.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829385.9973459003,7256631.001205508,151,1,2149.5,259680.0,446.87281130466266,0.532252459855569,0.9986484825437864,64.57,8471.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829382.9998636004,7256630.995038833,151,1,2150.9,259670.0,443.8654683857712,0.5228293048817844,0.9991800445042394,64.661,8474.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829380.0026456625,7256630.999955717,151,1,2152.2,259660.0,440.8679797425529,0.5165269541969774,0.999638888348946,64.698,8477.4,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829055.9995241178,7256483.997783009,151,1,2367.2,10215.0,48.41662675878358,0.8216985887044349,0.9967738047684884,30.512,8871.0,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829157.9975074959,7256579.995898557,151,1,2275.0,154970.0,198.9738220108653,0.5867162973887043,0.9990977378777114,64.655,8720.5,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829050.0037549394,7256477.996476416,151,1,2373.5,10197.0,39.9334111378154,0.8781063627904226,0.9960268068729528,30.362,8879.5,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829031.9965017488,7256460.00411058,151,1,2399.6,10143.0,14.48480975335514,1.0285663320522984,0.9986054353871598,30.481,8905.0,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829023.0040229354,7256457.0020574415,151,1,2410.8,9801.0,2.9971737921565267,1.0824910423451786,0.9991950317362672,30.526,8915.2,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829026.0011928135,7256456.997213663,151,1,2406.9,9972.0,5.994614255859361,1.0687682680751187,0.9992598571011098,30.909,8912.2,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829028.9986267826,7256457.003453423,151,1,2403.7,10134.0,10.236217453627107,1.0518486036093333,0.999133106422474,30.615,8909.2,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829046.995752037,7256474.996063406,151,1,2377.3,10188.0,35.691804140989326,0.9044132761330466,0.9960473665841648,30.475,8883.8,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829035.0044982252,7256463.004526173,151,1,2395.4,10152.0,18.72641403744744,1.0034063353156095,0.9978902022988414,30.701,8900.7,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829043.9978706569,7256471.995408823,151,1,2381.2,10179.0,31.4432091154907,0.9355038240512992,0.9961150287076804,30.559,8888.0,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829038.0023757594,7256466.0051823,151,1,2390.6,10161.0,22.95999783819433,0.9782798509352152,0.9971167218061624,30.4,8896.5,1.0,,0.8032215733501369,541.8654960226356
1_151_0.0,829040.9999905608,7256468.994753724,151,1,2385.0,10170.0,27.20160320556956,0.9546717351297026,0.9964225043659776,30.447,8892.3,1.0,,0.8032215733501369,541.8654960226356
1_19_4.0,830076.000240695,7257953.997017994,19,1,2433.8,49320.0,390.6465827594439,0.7248891359031537,0.9999169436497776,63.1,10846.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830031.0045624889,7257951.001169823,19,1,2397.4,50625.0,436.8961778493512,0.8606604744683375,0.9999040787422458,63.929,10800.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830034.0020849883,7257950.996144058,19,1,2399.9,50616.0,433.8882637645245,0.857199900500197,0.999894585031521,64.526,10803.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830037.0004784202,7257953.99663911,19,1,2403.4,50607.0,430.890737051917,0.8502420879649456,0.9998621065767186,63.199,10807.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830039.9982663981,7257954.002696361,19,1,2405.9,50553.0,426.6488820650915,0.843341270595932,0.9998336357217076,65.902,10810.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830042.9957898107,7257953.997668723,19,1,2408.3,49419.0,423.6510879676188,0.8342241186110596,0.9997905876975626,64.214,10813.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830046.0036993728,7257954.003483007,19,1,2411.1,49410.0,420.6535603387084,0.8233482270253754,0.9996916019563624,64.937,10816.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830049.001222961,7257953.998454067,19,1,2413.4,49401.0,417.6456451571235,0.8103015984005378,0.9995011706115026,63.035,10819.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830051.9990112996,7257954.004508723,19,1,2416.1,49392.0,414.64811735036017,0.7969318454513035,0.9993075649564302,64.432,10822.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830054.9965350634,7257953.999478484,19,1,2418.5,49383.0,411.65032289747694,0.7854313687428007,0.9991992608131124,65.551,10825.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830027.9966540297,7257950.995352354,19,1,2394.7,50634.0,441.13803206825975,0.8621523967472363,0.9999084837045368,63.73,10797.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830061.0019689265,7257954.000258624,19,1,2423.1,49365.0,405.6448793734484,0.76095547466005,0.9992049154268956,64.37,10831.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830063.9994929538,7257953.995226436,19,1,2425.3,49356.0,402.647351212497,0.7491585178383013,0.9993281302306832,65.268,10834.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830066.997281742,7257954.001277844,19,1,2427.4,49347.0,399.649822961282,0.7377554909139556,0.9996048464954652,65.257,10837.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830070.0049273493,7257953.996002672,19,1,2429.4,49338.0,396.6520280652445,0.7332221680950082,0.9997322444290374,64.318,10840.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830073.0027163166,7257954.00205278,19,1,2431.5,49329.0,393.6443778319035,0.7278829931947551,0.9998913873855432,65.033,10843.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830058.0044449884,7257954.005290162,19,1,2420.7,49374.0,408.6527949129796,0.7727110117150051,0.9991433093153862,65.592,10828.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830022.0007417677,7257947.999879522,19,1,2388.3,103550.0,447.1330835763095,0.8513798163196026,0.9996608944314932,65.643,10789.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830024.9982633562,7257947.994855631,19,1,2391.0,103540.0,444.1355578667776,0.8588742112808795,0.9998267186937734,63.928,10792.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830019.0032202671,7257948.004902761,19,1,2385.6,103560.0,450.1409966549714,0.8424760169024832,0.9993852960398256,64.585,10786.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829976.999942776,7257965.998404014,19,1,2347.4,113200.0,499.5872794283973,0.7855522567221852,0.9997920771005128,64.398,10737.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829979.9977315483,7257966.004474545,19,1,2349.7,112620.0,496.5897511567304,0.7819698215616482,0.99973956779079,64.807,10740.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829983.0053772109,7257965.999218565,19,1,2351.8,112240.0,493.5919562380955,0.7756256935801891,0.999712164183992,62.948,10743.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829986.0023067916,7257962.999767611,19,1,2355.1,111960.0,490.5843059829421,0.7651978751541325,0.9997492255310202,63.896,10747.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829988.9992350622,7257960.000315851,19,1,2358.5,111820.0,486.3442242690188,0.758860743600689,0.9998439137281244,64.602,10752.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829991.9967582817,7257959.995299399,19,1,2360.9,111470.0,482.1041429112325,0.7567957248035927,0.9998776748323618,64.216,10755.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829995.0038060802,7257956.995604481,19,1,2364.0,111380.0,479.1066154940812,0.757965258435435,0.99984929796859,65.835,10759.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829998.0007311596,7257953.996150386,19,1,2367.1,111160.0,474.85920380398807,0.7613677993134124,0.9997513979090952,64.873,10763.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830000.9976549288,7257950.996695487,19,1,2370.2,111000.0,470.6191230500872,0.7684584160261246,0.9995657162005978,64.286,10767.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830003.9954411772,7257951.002760459,19,1,2372.4,110660.0,466.3790426536393,0.7779068881236139,0.9993268717059256,63.855,10770.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830007.0024844713,7257948.003062392,19,1,2375.3,110600.0,463.38125027013535,0.7885475765424276,0.9990348407614756,66.037,10774.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830010.000005621,7257947.998041749,19,1,2377.8,103590.0,459.13383954517394,0.801111208238117,0.9987954962592372,64.168,10777.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830012.9977914917,7257948.0041047,19,1,2380.3,103580.0,456.1363141908675,0.8146945554266479,0.9987869498705834,64.898,10780.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830081.9955543953,7257953.998030721,19,1,2438.1,49302.0,384.6512589011918,0.7320318018441111,0.9997646867213849,64.889,10852.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830015.995312819,7257947.999082759,19,1,2383.0,103570.0,453.1385221891021,0.8297513369324054,0.9990598036629595,63.738,10783.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830078.998029844,7257954.003066805,19,1,2435.9,49311.0,387.6490541527575,0.7272877337876824,0.9998749559541732,64.031,10849.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830097.0039506727,7257953.994525645,19,1,2449.0,49257.0,369.65296007358336,0.7498524341203875,0.9998053418938064,61.472,10867.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830085.0034651316,7257954.003836537,19,1,2440.2,49293.0,381.653730119448,0.7398966836726105,0.9996786776858874,63.794,10855.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830141.9999468036,7257957.001246294,19,1,2483.1,46233.0,323.40359319508246,0.8254631750151467,0.9976339612550766,58.24,10913.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830148.0053871283,7257957.001988849,19,1,2488.6,46215.0,317.4082641350549,0.846674479375655,0.9984789455496208,57.705,10919.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830151.0029143465,7257956.996937896,19,1,2491.4,46206.0,314.400345274391,0.840490564543849,0.998049594301152,56.666,10922.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830156.9982337897,7257956.997918297,19,1,2497.2,46188.0,308.4050156796782,0.8132327346762327,0.996517343038416,56.983,10928.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830159.9960260213,7257957.00394965,19,1,2500.0,46179.0,305.40748402985173,0.8058957613787486,0.9966369760707358,56.134,10931.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830163.0036750059,7257956.998654347,19,1,2502.5,46170.0,302.4096857309054,0.797347878022339,0.9970736418693146,60.327,10934.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830166.0014674165,7257957.0046844,19,1,2504.6,46161.0,299.40203208487003,0.7913030595938755,0.9975715287905108,56.769,10937.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830168.9989951601,7257956.999629551,19,1,2506.4,46152.0,296.4042336094928,0.7911333169240358,0.9978047095812832,57.597,10940.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830171.9958877444,7257954.000133561,19,1,2508.7,45891.0,293.4067016038268,0.7899623667857147,0.9980223465851668,56.201,10944.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830196.0013453476,7257930.003411317,19,1,2536.0,44658.0,256.458497276209,0.718126576507451,0.9968368608382284,40.661,10980.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830193.0035578728,7257929.997388415,19,1,2534.6,44667.0,260.7059122885061,0.7411703367991171,0.996732715745234,41.995,10977.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830189.9965538378,7257932.997131907,19,1,2532.7,44676.0,264.94599708645904,0.7530092512453972,0.9969125626272524,40.996,10973.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830186.9996698909,7257935.996632816,19,1,2529.6,44685.0,269.1860822435696,0.7551500738350065,0.9971466314178424,40.174,10969.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830184.0027846285,7257938.996132919,19,1,2525.6,44694.0,273.43349833589275,0.7557159443064431,0.9972917132336548,43.212,10964.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830180.9957766486,7257941.995873986,19,1,2521.9,44739.0,276.43902347733854,0.7554465317491373,0.9973340453781988,38.672,10960.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830180.9966790252,7257945.001398992,19,1,2519.1,44784.0,280.67910982444016,0.7588253982054267,0.9974957339916134,46.37,10957.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830144.9974738446,7257956.996196642,19,1,2485.8,46224.0,320.40579542939486,0.8403754906743628,0.9981297489752337,60.345,10916.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830139.002155113,7257956.995211046,19,1,2480.6,47718.0,326.4011243130801,0.8023095295555495,0.9973659070395432,62.907,10910.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830088.0009898611,7257953.998799153,19,1,2442.4,49284.0,378.6458137799416,0.7455858374791545,0.9997352215052892,64.754,10858.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830136.0046282462,7257957.0002594,19,1,2478.8,47817.0,329.4087771577535,0.7804467836064559,0.9978108566047496,57.139,10907.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830090.9987793709,7257954.004845366,19,1,2444.9,49275.0,375.6482848177816,0.7476182721315972,0.9997851769868922,63.151,10861.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830093.9963042731,7257953.9998066835,19,1,2447.0,49266.0,372.6504892106855,0.7485441239480647,0.9997989399480696,61.548,10864.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829971.004630107,7257965.9973452445,19,1,2342.5,113590.0,505.59272406544767,0.7624069033272103,0.997955425425447,63.423,10731.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830100.0017404517,7257954.00056991,19,1,2451.6,49248.0,366.645309037626,0.7493771228264766,0.9998026318909494,63.565,10870.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830102.9992656176,7257953.995529278,19,1,2454.1,49239.0,363.6475131653072,0.746816018640688,0.9997667307683238,57.25,10873.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830105.9970555771,7257954.001572245,19,1,2456.5,49230.0,360.6499837612474,0.7440678249431535,0.9997394349959392,63.878,10876.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830109.0047023273,7257953.996288599,19,1,2458.5,49221.0,357.6521877109861,0.7401440916306556,0.9997374992580734,63.644,10879.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830112.0024924672,7257954.002330267,19,1,2460.4,49212.0,354.644536319808,0.7350850838918566,0.9997549520930272,58.713,10882.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830115.0000179842,7257953.997287038,19,1,2462.7,49203.0,351.6467400918384,0.7324281856662612,0.999750766588682,62.675,10885.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830117.9978083043,7257954.003327407,19,1,2465.1,49149.0,348.6492103323016,0.725772489209693,0.9997140929457052,60.313,10888.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830120.9962229475,7257957.003806382,19,1,2468.0,48042.0,345.65141392673763,0.7200080340210139,0.9998714730001736,55.281,10892.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830124.003870789,7257956.998519552,19,1,2470.1,47997.0,341.4095553181824,0.7215667909716119,0.9998142270465744,61.711,10895.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830127.0016620283,7257957.004558045,19,1,2472.3,47880.0,338.4019028301317,0.7302237710910056,0.9994891964032676,59.012,10898.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830129.9991886343,7257956.99951164,19,1,2474.5,47871.0,335.404105509133,0.7449501044855379,0.999049766416096,58.327,10901.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830132.9969800527,7257957.005548838,19,1,2476.6,47862.0,332.4065746551875,0.7617078988158461,0.998534135843636,63.132,10904.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829974.0024186963,7257966.003417073,19,1,2344.9,113270.0,502.5850741667715,0.7823605787789727,0.999626304149212,65.723,10734.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,830154.0007063976,7257957.002970546,19,1,2494.2,46197.0,311.4028138006751,0.827397133327109,0.9971281586300133,60.529,10925.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
1_19_4.0,829967.9969847962,7257966.002598617,19,1,2340.1,113900.0,508.59051862868967,0.7221121540426382,0.993067638661281,63.101,10728.0,2.0,0.2902370801496735,0.8016643443175646,290.62034499661195
